卫星对,开始时间,结束时间
Satellite121-Satellite152,6 Jun 2025 23:20:29.999,6 Jun 2025 23:42:25.739,1315.74
Satellite121-Satellite152,7 Jun 2025 00:18:30.555,7 Jun 2025 00:40:26.294,1315.739
Satellite121-Satellite152,7 Jun 2025 01:16:31.110,7 Jun 2025 01:38:26.850,1315.74
Satellite121-Satellite152,7 Jun 2025 02:14:31.666,7 Jun 2025 02:36:27.405,1315.739
Satellite121-Satellite152,7 Jun 2025 03:12:32.221,7 Jun 2025 03:34:27.961,1315.74
Satellite121-Satellite153,6 Jun 2025 04:00:00.000,6 Jun 2025 04:14:21.100,861.1
Satellite121-Satellite153,6 Jun 2025 04:46:52.787,6 Jun 2025 05:12:21.660,1528.873
Satellite121-Satellite153,6 Jun 2025 05:44:53.344,6 Jun 2025 06:10:22.211,1528.867
Satellite121-Satellite153,6 Jun 2025 06:42:53.900,6 Jun 2025 07:08:22.770,1528.87
Satellite121-Satellite153,6 Jun 2025 07:40:54.451,6 Jun 2025 08:06:23.326,1528.875
Satellite121-Satellite153,6 Jun 2025 08:38:55.011,6 Jun 2025 09:04:23.877,1528.866
Satellite121-Satellite153,6 Jun 2025 09:36:55.564,6 Jun 2025 10:02:24.437,1528.873
Satellite121-Satellite153,6 Jun 2025 10:34:56.122,6 Jun 2025 11:00:24.988,1528.866
Satellite121-Satellite153,6 Jun 2025 11:32:56.678,6 Jun 2025 11:58:25.547,1528.869
Satellite121-Satellite153,6 Jun 2025 12:30:57.229,6 Jun 2025 12:56:26.103,1528.874
Satellite121-Satellite153,6 Jun 2025 13:28:57.788,6 Jun 2025 13:54:26.655,1528.867
Satellite121-Satellite153,6 Jun 2025 14:26:58.342,6 Jun 2025 14:52:27.214,1528.872
Satellite121-Satellite153,6 Jun 2025 15:24:58.899,6 Jun 2025 15:50:27.765,1528.866
Satellite121-Satellite153,6 Jun 2025 16:22:59.455,6 Jun 2025 16:48:28.325,1528.87
Satellite121-Satellite153,6 Jun 2025 17:21:00.006,6 Jun 2025 17:46:28.881,1528.875
Satellite121-Satellite153,6 Jun 2025 18:19:00.566,6 Jun 2025 18:44:29.432,1528.866
Satellite121-Satellite153,6 Jun 2025 19:17:01.119,6 Jun 2025 19:42:29.992,1528.873
Satellite121-Satellite153,6 Jun 2025 20:15:01.676,6 Jun 2025 20:40:30.543,1528.867
Satellite121-Satellite153,6 Jun 2025 21:13:02.233,6 Jun 2025 21:38:31.102,1528.869
Satellite121-Satellite153,6 Jun 2025 22:11:02.783,6 Jun 2025 22:36:31.658,1528.875
Satellite121-Satellite153,6 Jun 2025 23:09:03.343,6 Jun 2025 23:34:32.209,1528.866
Satellite121-Satellite153,7 Jun 2025 00:07:03.897,7 Jun 2025 00:32:32.769,1528.872
Satellite121-Satellite153,7 Jun 2025 01:05:04.454,7 Jun 2025 01:30:33.320,1528.866
Satellite121-Satellite153,7 Jun 2025 02:03:05.010,7 Jun 2025 02:28:33.880,1528.87
Satellite121-Satellite153,7 Jun 2025 03:01:05.561,7 Jun 2025 03:26:34.435,1528.874
Satellite121-Satellite153,7 Jun 2025 03:59:06.116,7 Jun 2025 04:00:00.000,53.884
Satellite121-Satellite154,6 Jun 2025 04:00:00.000,6 Jun 2025 04:04:41.004,281.004
Satellite121-Satellite154,6 Jun 2025 04:37:12.700,6 Jun 2025 05:02:41.560,1528.86
Satellite121-Satellite154,6 Jun 2025 05:35:13.251,6 Jun 2025 06:00:42.117,1528.866
Satellite121-Satellite154,6 Jun 2025 06:33:13.811,6 Jun 2025 06:58:42.670,1528.859
Satellite121-Satellite154,6 Jun 2025 07:31:14.364,6 Jun 2025 07:56:43.230,1528.866
Satellite121-Satellite154,6 Jun 2025 08:29:14.917,6 Jun 2025 08:54:43.785,1528.868
Satellite121-Satellite154,6 Jun 2025 09:27:15.477,6 Jun 2025 09:52:44.337,1528.86
Satellite121-Satellite154,6 Jun 2025 10:25:16.028,6 Jun 2025 10:50:44.896,1528.868
Satellite121-Satellite154,6 Jun 2025 11:23:16.588,6 Jun 2025 11:48:45.448,1528.86
Satellite121-Satellite154,6 Jun 2025 12:21:17.143,6 Jun 2025 12:46:46.007,1528.864
Satellite121-Satellite154,6 Jun 2025 13:19:17.695,6 Jun 2025 13:44:46.563,1528.868
Satellite121-Satellite154,6 Jun 2025 14:17:18.254,6 Jun 2025 14:42:47.114,1528.86
Satellite121-Satellite154,6 Jun 2025 15:15:18.807,6 Jun 2025 15:40:47.674,1528.867
Satellite121-Satellite154,6 Jun 2025 16:13:19.365,6 Jun 2025 16:38:48.225,1528.86
Satellite121-Satellite154,6 Jun 2025 17:11:19.921,6 Jun 2025 17:36:48.784,1528.863
Satellite121-Satellite154,6 Jun 2025 18:09:20.472,6 Jun 2025 18:34:49.340,1528.868
Satellite121-Satellite154,6 Jun 2025 19:07:21.032,6 Jun 2025 19:32:49.892,1528.86
Satellite121-Satellite154,6 Jun 2025 20:05:21.585,6 Jun 2025 20:30:50.451,1528.866
Satellite121-Satellite154,6 Jun 2025 21:03:22.143,6 Jun 2025 21:28:51.002,1528.859
Satellite121-Satellite154,6 Jun 2025 22:01:22.699,6 Jun 2025 22:26:51.562,1528.863
Satellite121-Satellite154,6 Jun 2025 22:59:23.250,6 Jun 2025 23:24:52.118,1528.868
Satellite121-Satellite154,6 Jun 2025 23:57:23.809,7 Jun 2025 00:22:52.669,1528.86
Satellite121-Satellite154,7 Jun 2025 00:55:24.363,7 Jun 2025 01:20:53.229,1528.866
Satellite121-Satellite154,7 Jun 2025 01:53:24.920,7 Jun 2025 02:18:53.780,1528.86
Satellite121-Satellite154,7 Jun 2025 02:51:25.476,7 Jun 2025 03:16:54.339,1528.863
Satellite121-Satellite154,7 Jun 2025 03:49:26.027,7 Jun 2025 04:00:00.000,633.973
Satellite121-Satellite155,6 Jun 2025 04:29:19.173,6 Jun 2025 04:51:14.900,1315.727
Satellite121-Satellite155,6 Jun 2025 05:27:19.729,6 Jun 2025 05:49:15.455,1315.726
Satellite121-Satellite155,6 Jun 2025 06:25:20.284,6 Jun 2025 06:47:16.011,1315.727
Satellite121-Satellite155,6 Jun 2025 07:23:20.840,6 Jun 2025 07:45:16.567,1315.727
Satellite121-Satellite155,6 Jun 2025 08:21:21.396,6 Jun 2025 08:43:17.122,1315.726
Satellite121-Satellite155,6 Jun 2025 09:19:21.952,6 Jun 2025 09:41:17.678,1315.726
Satellite121-Satellite155,6 Jun 2025 10:17:22.507,6 Jun 2025 10:39:18.233,1315.726
Satellite121-Satellite155,6 Jun 2025 11:15:23.063,6 Jun 2025 11:37:18.789,1315.726
Satellite121-Satellite155,6 Jun 2025 12:13:23.618,6 Jun 2025 12:35:19.344,1315.726
Satellite121-Satellite155,6 Jun 2025 13:11:24.174,6 Jun 2025 13:33:19.899,1315.725
Satellite121-Satellite155,6 Jun 2025 14:09:24.729,6 Jun 2025 14:31:20.455,1315.726
Satellite121-Satellite155,6 Jun 2025 15:07:25.285,6 Jun 2025 15:29:21.010,1315.725
Satellite121-Satellite155,6 Jun 2025 16:05:25.840,6 Jun 2025 16:27:21.566,1315.726
Satellite121-Satellite155,6 Jun 2025 17:03:26.396,6 Jun 2025 17:25:22.121,1315.725
Satellite121-Satellite155,6 Jun 2025 18:01:26.951,6 Jun 2025 18:23:22.677,1315.726
Satellite121-Satellite155,6 Jun 2025 18:59:27.507,6 Jun 2025 19:21:23.232,1315.725
Satellite121-Satellite155,6 Jun 2025 19:57:28.062,6 Jun 2025 20:19:23.788,1315.726
Satellite121-Satellite155,6 Jun 2025 20:55:28.618,6 Jun 2025 21:17:24.343,1315.725
Satellite121-Satellite155,6 Jun 2025 21:53:29.173,6 Jun 2025 22:15:24.899,1315.726
Satellite121-Satellite155,6 Jun 2025 22:51:29.729,6 Jun 2025 23:13:25.454,1315.725
Satellite121-Satellite155,6 Jun 2025 23:49:30.284,7 Jun 2025 00:11:26.010,1315.726
Satellite121-Satellite155,7 Jun 2025 00:47:30.840,7 Jun 2025 01:09:26.565,1315.725
Satellite121-Satellite155,7 Jun 2025 01:45:31.395,7 Jun 2025 02:07:27.121,1315.726
Satellite121-Satellite155,7 Jun 2025 02:43:31.951,7 Jun 2025 03:05:27.676,1315.725
Satellite121-Satellite155,7 Jun 2025 03:41:32.506,7 Jun 2025 04:00:00.000,1107.494
Satellite121-Satellite156,6 Jun 2025 04:21:34.082,6 Jun 2025 04:39:39.806,1085.724
Satellite121-Satellite156,6 Jun 2025 05:19:34.638,6 Jun 2025 05:37:40.362,1085.724
Satellite121-Satellite156,6 Jun 2025 06:17:35.193,6 Jun 2025 06:35:40.914,1085.721
Satellite121-Satellite156,6 Jun 2025 07:15:35.751,6 Jun 2025 07:33:41.473,1085.722
Satellite121-Satellite156,6 Jun 2025 08:13:36.305,6 Jun 2025 08:31:42.028,1085.723
Satellite121-Satellite156,6 Jun 2025 09:11:36.860,6 Jun 2025 09:29:42.584,1085.724
Satellite121-Satellite156,6 Jun 2025 10:09:37.419,6 Jun 2025 10:27:43.139,1085.72
Satellite121-Satellite156,6 Jun 2025 11:07:37.975,6 Jun 2025 11:25:43.695,1085.72
Satellite121-Satellite156,6 Jun 2025 12:05:38.531,6 Jun 2025 12:23:44.245,1085.714
Satellite121-Satellite156,6 Jun 2025 13:03:39.086,6 Jun 2025 13:21:44.803,1085.717
Satellite121-Satellite156,6 Jun 2025 14:01:39.637,6 Jun 2025 14:19:45.358,1085.721
Satellite121-Satellite156,6 Jun 2025 14:59:40.193,6 Jun 2025 15:17:45.917,1085.724
Satellite121-Satellite156,6 Jun 2025 15:57:40.748,6 Jun 2025 16:15:46.467,1085.719
Satellite121-Satellite156,6 Jun 2025 16:55:41.303,6 Jun 2025 17:13:47.026,1085.723
Satellite121-Satellite156,6 Jun 2025 17:53:41.863,6 Jun 2025 18:11:47.583,1085.72
Satellite121-Satellite156,6 Jun 2025 18:51:42.415,6 Jun 2025 19:09:48.138,1085.723
Satellite121-Satellite156,6 Jun 2025 19:49:42.973,6 Jun 2025 20:07:48.694,1085.721
Satellite121-Satellite156,6 Jun 2025 20:47:43.528,6 Jun 2025 21:05:49.249,1085.721
Satellite121-Satellite156,6 Jun 2025 21:45:44.086,6 Jun 2025 22:03:49.805,1085.719
Satellite121-Satellite156,6 Jun 2025 22:43:44.641,6 Jun 2025 23:01:50.356,1085.715
Satellite121-Satellite156,6 Jun 2025 23:41:45.192,6 Jun 2025 23:59:50.913,1085.721
Satellite121-Satellite156,7 Jun 2025 00:39:45.747,7 Jun 2025 00:57:51.469,1085.722
Satellite121-Satellite156,7 Jun 2025 01:37:46.303,7 Jun 2025 01:55:52.027,1085.724
Satellite121-Satellite156,7 Jun 2025 02:35:46.858,7 Jun 2025 02:53:52.578,1085.72
Satellite121-Satellite156,7 Jun 2025 03:33:47.414,7 Jun 2025 03:51:53.137,1085.723
Satellite121-Satellite161,6 Jun 2025 04:04:33.845,6 Jun 2025 04:34:06.495,1772.65
Satellite121-Satellite161,6 Jun 2025 05:02:34.400,6 Jun 2025 05:32:07.050,1772.65
Satellite121-Satellite161,6 Jun 2025 06:00:34.955,6 Jun 2025 06:30:07.606,1772.651
Satellite121-Satellite161,6 Jun 2025 06:58:35.511,6 Jun 2025 07:28:08.161,1772.65
Satellite121-Satellite161,6 Jun 2025 07:56:36.066,6 Jun 2025 08:26:08.717,1772.651
Satellite121-Satellite161,6 Jun 2025 08:54:36.622,6 Jun 2025 09:24:09.272,1772.65
Satellite121-Satellite161,6 Jun 2025 09:52:37.177,6 Jun 2025 10:22:09.828,1772.651
Satellite121-Satellite161,6 Jun 2025 10:50:37.733,6 Jun 2025 11:20:10.383,1772.65
Satellite121-Satellite161,6 Jun 2025 11:48:38.288,6 Jun 2025 12:18:10.939,1772.651
Satellite121-Satellite161,6 Jun 2025 12:46:38.844,6 Jun 2025 13:16:11.494,1772.65
Satellite121-Satellite161,6 Jun 2025 13:44:39.399,6 Jun 2025 14:14:12.050,1772.651
Satellite121-Satellite161,6 Jun 2025 14:42:39.955,6 Jun 2025 15:12:12.605,1772.65
Satellite121-Satellite161,6 Jun 2025 15:40:40.510,6 Jun 2025 16:10:13.161,1772.651
Satellite121-Satellite161,6 Jun 2025 16:38:41.066,6 Jun 2025 17:08:13.716,1772.65
Satellite121-Satellite161,6 Jun 2025 17:36:41.621,6 Jun 2025 18:06:14.272,1772.651
Satellite121-Satellite161,6 Jun 2025 18:34:42.177,6 Jun 2025 19:04:14.827,1772.65
Satellite121-Satellite161,6 Jun 2025 19:32:42.732,6 Jun 2025 20:02:15.382,1772.65
Satellite121-Satellite161,6 Jun 2025 20:30:43.288,6 Jun 2025 21:00:15.938,1772.65
Satellite121-Satellite161,6 Jun 2025 21:28:43.843,6 Jun 2025 21:58:16.493,1772.65
Satellite121-Satellite161,6 Jun 2025 22:26:44.398,6 Jun 2025 22:56:17.049,1772.651
Satellite121-Satellite161,6 Jun 2025 23:24:44.954,6 Jun 2025 23:54:17.604,1772.65
Satellite121-Satellite161,7 Jun 2025 00:22:45.509,7 Jun 2025 00:52:18.160,1772.651
Satellite121-Satellite161,7 Jun 2025 01:20:46.065,7 Jun 2025 01:50:18.715,1772.65
Satellite121-Satellite161,7 Jun 2025 02:18:46.620,7 Jun 2025 02:48:19.271,1772.651
Satellite121-Satellite161,7 Jun 2025 03:16:47.176,7 Jun 2025 03:46:19.826,1772.65
Satellite121-Satellite162,6 Jun 2025 04:00:00.000,6 Jun 2025 04:24:38.587,1478.587
Satellite121-Satellite162,6 Jun 2025 04:52:42.122,6 Jun 2025 05:22:39.138,1797.016
Satellite121-Satellite162,6 Jun 2025 05:50:42.679,6 Jun 2025 06:20:39.694,1797.015
Satellite121-Satellite162,6 Jun 2025 06:48:43.237,6 Jun 2025 07:18:40.251,1797.014
Satellite121-Satellite162,6 Jun 2025 07:46:43.793,6 Jun 2025 08:16:40.809,1797.016
Satellite121-Satellite162,6 Jun 2025 08:44:44.344,6 Jun 2025 09:14:41.361,1797.017
Satellite121-Satellite162,6 Jun 2025 09:42:44.901,6 Jun 2025 10:12:41.916,1797.015
Satellite121-Satellite162,6 Jun 2025 10:40:45.459,6 Jun 2025 11:10:42.473,1797.014
Satellite121-Satellite162,6 Jun 2025 11:38:46.015,6 Jun 2025 12:08:43.031,1797.016
Satellite121-Satellite162,6 Jun 2025 12:36:46.566,6 Jun 2025 13:06:43.583,1797.017
Satellite121-Satellite162,6 Jun 2025 13:34:47.123,6 Jun 2025 14:04:44.138,1797.015
Satellite121-Satellite162,6 Jun 2025 14:32:47.680,6 Jun 2025 15:02:44.695,1797.015
Satellite121-Satellite162,6 Jun 2025 15:30:48.237,6 Jun 2025 16:00:45.253,1797.016
Satellite121-Satellite162,6 Jun 2025 16:28:48.788,6 Jun 2025 16:58:45.805,1797.017
Satellite121-Satellite162,6 Jun 2025 17:26:49.345,6 Jun 2025 17:56:46.360,1797.015
Satellite121-Satellite162,6 Jun 2025 18:24:49.902,6 Jun 2025 18:54:46.917,1797.015
Satellite121-Satellite162,6 Jun 2025 19:22:50.459,6 Jun 2025 19:52:47.475,1797.016
Satellite121-Satellite162,6 Jun 2025 20:20:51.010,6 Jun 2025 20:50:48.027,1797.017
Satellite121-Satellite162,6 Jun 2025 21:18:51.566,6 Jun 2025 21:48:48.582,1797.016
Satellite121-Satellite162,6 Jun 2025 22:16:52.124,6 Jun 2025 22:46:49.139,1797.015
Satellite121-Satellite162,6 Jun 2025 23:14:52.681,6 Jun 2025 23:44:49.697,1797.016
Satellite121-Satellite162,7 Jun 2025 00:12:53.232,7 Jun 2025 00:42:50.249,1797.017
Satellite121-Satellite162,7 Jun 2025 01:10:53.788,7 Jun 2025 01:40:50.804,1797.016
Satellite121-Satellite162,7 Jun 2025 02:08:54.346,7 Jun 2025 02:38:51.360,1797.014
Satellite121-Satellite162,7 Jun 2025 03:06:54.903,7 Jun 2025 03:36:51.918,1797.015
Satellite121-Satellite163,6 Jun 2025 04:00:00.000,6 Jun 2025 04:09:53.977,593.977
Satellite121-Satellite163,6 Jun 2025 04:48:06.549,6 Jun 2025 05:07:54.536,1187.987
Satellite121-Satellite163,6 Jun 2025 05:46:07.101,6 Jun 2025 06:05:55.092,1187.991
Satellite121-Satellite163,6 Jun 2025 06:44:07.655,6 Jun 2025 07:03:55.646,1187.991
Satellite121-Satellite163,6 Jun 2025 07:42:08.210,6 Jun 2025 08:01:56.202,1187.992
Satellite121-Satellite163,6 Jun 2025 08:40:08.766,6 Jun 2025 08:59:56.758,1187.992
Satellite121-Satellite163,6 Jun 2025 09:38:09.326,6 Jun 2025 09:57:57.309,1187.983
Satellite121-Satellite163,6 Jun 2025 10:36:09.880,6 Jun 2025 10:55:57.869,1187.989
Satellite121-Satellite163,6 Jun 2025 11:34:10.433,6 Jun 2025 11:53:58.425,1187.992
Satellite121-Satellite163,6 Jun 2025 12:32:10.991,6 Jun 2025 12:51:58.980,1187.989
Satellite121-Satellite163,6 Jun 2025 13:30:11.543,6 Jun 2025 13:49:59.532,1187.989
Satellite121-Satellite163,6 Jun 2025 14:28:12.099,6 Jun 2025 14:48:00.090,1187.991
Satellite121-Satellite163,6 Jun 2025 15:26:12.654,6 Jun 2025 15:46:00.642,1187.988
Satellite121-Satellite163,6 Jun 2025 16:24:13.213,6 Jun 2025 16:44:01.202,1187.989
Satellite121-Satellite163,6 Jun 2025 17:22:13.765,6 Jun 2025 17:42:01.757,1187.992
Satellite121-Satellite163,6 Jun 2025 18:20:14.321,6 Jun 2025 18:40:02.313,1187.992
Satellite121-Satellite163,6 Jun 2025 19:18:14.876,6 Jun 2025 19:38:02.867,1187.991
Satellite121-Satellite163,6 Jun 2025 20:16:15.431,6 Jun 2025 20:36:03.423,1187.992
Satellite121-Satellite163,6 Jun 2025 21:14:15.987,6 Jun 2025 21:34:03.979,1187.992
Satellite121-Satellite163,6 Jun 2025 22:12:16.547,6 Jun 2025 22:32:04.530,1187.983
Satellite121-Satellite163,6 Jun 2025 23:10:17.102,6 Jun 2025 23:30:05.090,1187.988
Satellite121-Satellite163,7 Jun 2025 00:08:17.655,7 Jun 2025 00:28:05.646,1187.991
Satellite121-Satellite163,7 Jun 2025 01:06:18.211,7 Jun 2025 01:26:06.201,1187.99
Satellite121-Satellite163,7 Jun 2025 02:04:18.764,7 Jun 2025 02:24:06.753,1187.989
Satellite121-Satellite163,7 Jun 2025 03:02:19.320,7 Jun 2025 03:22:07.312,1187.992
Satellite121-Satellite166,6 Jun 2025 04:19:31.512,6 Jun 2025 04:38:29.013,1137.501
Satellite121-Satellite166,6 Jun 2025 05:17:32.068,6 Jun 2025 05:36:29.572,1137.504
Satellite121-Satellite166,6 Jun 2025 06:15:32.619,6 Jun 2025 06:34:30.123,1137.504
Satellite121-Satellite166,6 Jun 2025 07:13:33.179,6 Jun 2025 07:32:30.680,1137.501
Satellite121-Satellite166,6 Jun 2025 08:11:33.730,6 Jun 2025 08:30:31.239,1137.509
Satellite121-Satellite166,6 Jun 2025 09:09:34.285,6 Jun 2025 09:28:31.789,1137.504
Satellite121-Satellite166,6 Jun 2025 10:07:34.845,6 Jun 2025 10:26:32.349,1137.504
Satellite121-Satellite166,6 Jun 2025 11:05:35.396,6 Jun 2025 11:24:32.905,1137.509
Satellite121-Satellite166,6 Jun 2025 12:03:35.952,6 Jun 2025 12:22:33.456,1137.504
Satellite121-Satellite166,6 Jun 2025 13:01:36.512,6 Jun 2025 13:20:34.011,1137.499
Satellite121-Satellite166,6 Jun 2025 13:59:37.063,6 Jun 2025 14:18:34.567,1137.504
Satellite121-Satellite166,6 Jun 2025 14:57:37.623,6 Jun 2025 15:16:35.125,1137.502
Satellite121-Satellite166,6 Jun 2025 15:55:38.174,6 Jun 2025 16:14:35.678,1137.504
Satellite121-Satellite166,6 Jun 2025 16:53:38.734,6 Jun 2025 17:12:36.235,1137.501
Satellite121-Satellite166,6 Jun 2025 17:51:39.289,6 Jun 2025 18:10:36.793,1137.504
Satellite121-Satellite166,6 Jun 2025 18:49:39.840,6 Jun 2025 19:08:37.344,1137.504
Satellite121-Satellite166,6 Jun 2025 19:47:40.400,6 Jun 2025 20:06:37.902,1137.502
Satellite121-Satellite166,6 Jun 2025 20:45:40.956,6 Jun 2025 21:04:38.460,1137.504
Satellite121-Satellite166,6 Jun 2025 21:43:41.506,6 Jun 2025 22:02:39.010,1137.504
Satellite121-Satellite166,6 Jun 2025 22:41:42.066,6 Jun 2025 23:00:39.570,1137.504
Satellite121-Satellite166,6 Jun 2025 23:39:42.618,6 Jun 2025 23:58:40.126,1137.508
Satellite121-Satellite166,7 Jun 2025 00:37:43.173,7 Jun 2025 00:56:40.677,1137.504
Satellite121-Satellite166,7 Jun 2025 01:35:43.733,7 Jun 2025 01:54:41.232,1137.499
Satellite121-Satellite166,7 Jun 2025 02:33:44.284,7 Jun 2025 02:52:41.793,1137.509
Satellite121-Satellite166,7 Jun 2025 03:31:44.839,7 Jun 2025 03:50:42.343,1137.504
Satellite122-Satellite123,6 Jun 2025 04:00:00.000,7 Jun 2025 04:00:00.000,86400.0
Satellite122-Satellite131,6 Jun 2025 04:00:00.000,7 Jun 2025 04:00:00.000,86400.0
Satellite122-Satellite132,6 Jun 2025 04:00:00.000,7 Jun 2025 04:00:00.000,86400.0
Satellite122-Satellite136,6 Jun 2025 04:23:21.763,6 Jun 2025 04:24:58.672,96.909
Satellite122-Satellite136,6 Jun 2025 05:21:22.315,6 Jun 2025 05:22:59.228,96.913
Satellite122-Satellite136,6 Jun 2025 06:19:22.874,6 Jun 2025 06:20:59.779,96.905
Satellite122-Satellite136,6 Jun 2025 07:17:23.426,6 Jun 2025 07:19:00.339,96.913
Satellite122-Satellite136,6 Jun 2025 08:15:23.982,6 Jun 2025 08:17:00.895,96.913
Satellite122-Satellite136,6 Jun 2025 09:13:24.539,6 Jun 2025 09:15:01.449,96.91
Satellite122-Satellite136,6 Jun 2025 10:11:25.094,6 Jun 2025 10:13:02.005,96.911
Satellite122-Satellite136,6 Jun 2025 11:09:25.648,6 Jun 2025 11:11:02.561,96.913
Satellite122-Satellite136,6 Jun 2025 12:07:26.206,6 Jun 2025 12:09:03.112,96.906
Satellite122-Satellite136,6 Jun 2025 13:05:26.759,6 Jun 2025 13:07:03.672,96.913
Satellite122-Satellite136,6 Jun 2025 14:03:27.314,6 Jun 2025 14:05:04.227,96.913
Satellite122-Satellite136,6 Jun 2025 15:01:27.870,6 Jun 2025 15:03:04.781,96.911
Satellite122-Satellite136,6 Jun 2025 15:59:28.425,6 Jun 2025 16:01:05.338,96.913
Satellite122-Satellite136,6 Jun 2025 16:57:28.981,6 Jun 2025 16:59:05.894,96.913
Satellite122-Satellite136,6 Jun 2025 17:55:29.539,6 Jun 2025 17:57:06.445,96.906
Satellite122-Satellite136,6 Jun 2025 18:53:30.092,6 Jun 2025 18:55:07.004,96.912
Satellite122-Satellite136,6 Jun 2025 19:51:30.648,6 Jun 2025 19:53:07.560,96.912
Satellite122-Satellite136,6 Jun 2025 20:49:31.204,6 Jun 2025 20:51:08.113,96.909
Satellite122-Satellite136,6 Jun 2025 21:47:31.758,6 Jun 2025 21:49:08.671,96.913
Satellite122-Satellite136,6 Jun 2025 22:45:32.314,6 Jun 2025 22:47:09.226,96.912
Satellite122-Satellite136,6 Jun 2025 23:43:32.870,6 Jun 2025 23:45:09.778,96.908
Satellite122-Satellite136,7 Jun 2025 00:41:33.425,7 Jun 2025 00:43:10.336,96.911
Satellite122-Satellite136,7 Jun 2025 01:39:33.983,7 Jun 2025 01:41:10.889,96.906
Satellite122-Satellite136,7 Jun 2025 02:37:34.539,7 Jun 2025 02:39:11.445,96.906
Satellite122-Satellite136,7 Jun 2025 03:35:35.091,7 Jun 2025 03:37:12.003,96.912
Satellite122-Satellite141,6 Jun 2025 04:00:00.000,6 Jun 2025 04:27:39.756,1659.756
Satellite122-Satellite141,6 Jun 2025 04:56:07.682,6 Jun 2025 05:25:40.312,1772.63
Satellite122-Satellite141,6 Jun 2025 05:54:08.237,6 Jun 2025 06:23:40.867,1772.63
Satellite122-Satellite141,6 Jun 2025 06:52:08.793,6 Jun 2025 07:21:41.423,1772.63
Satellite122-Satellite141,6 Jun 2025 07:50:09.348,6 Jun 2025 08:19:41.978,1772.63
Satellite122-Satellite141,6 Jun 2025 08:48:09.904,6 Jun 2025 09:17:42.534,1772.63
Satellite122-Satellite141,6 Jun 2025 09:46:10.459,6 Jun 2025 10:15:43.089,1772.63
Satellite122-Satellite141,6 Jun 2025 10:44:11.015,6 Jun 2025 11:13:43.645,1772.63
Satellite122-Satellite141,6 Jun 2025 11:42:11.570,6 Jun 2025 12:11:44.200,1772.63
Satellite122-Satellite141,6 Jun 2025 12:40:12.125,6 Jun 2025 13:09:44.756,1772.631
Satellite122-Satellite141,6 Jun 2025 13:38:12.681,6 Jun 2025 14:07:45.311,1772.63
Satellite122-Satellite141,6 Jun 2025 14:36:13.236,6 Jun 2025 15:05:45.867,1772.631
Satellite122-Satellite141,6 Jun 2025 15:34:13.792,6 Jun 2025 16:03:46.422,1772.63
Satellite122-Satellite141,6 Jun 2025 16:32:14.347,6 Jun 2025 17:01:46.977,1772.63
Satellite122-Satellite141,6 Jun 2025 17:30:14.903,6 Jun 2025 17:59:47.533,1772.63
Satellite122-Satellite141,6 Jun 2025 18:28:15.458,6 Jun 2025 18:57:48.088,1772.63
Satellite122-Satellite141,6 Jun 2025 19:26:16.014,6 Jun 2025 19:55:48.644,1772.63
Satellite122-Satellite141,6 Jun 2025 20:24:16.569,6 Jun 2025 20:53:49.199,1772.63
Satellite122-Satellite141,6 Jun 2025 21:22:17.125,6 Jun 2025 21:51:49.755,1772.63
Satellite122-Satellite141,6 Jun 2025 22:20:17.680,6 Jun 2025 22:49:50.310,1772.63
Satellite122-Satellite141,6 Jun 2025 23:18:18.236,6 Jun 2025 23:47:50.866,1772.63
Satellite122-Satellite141,7 Jun 2025 00:16:18.791,7 Jun 2025 00:45:51.421,1772.63
Satellite122-Satellite141,7 Jun 2025 01:14:19.347,7 Jun 2025 01:43:51.977,1772.63
Satellite122-Satellite141,7 Jun 2025 02:12:19.902,7 Jun 2025 02:41:52.532,1772.63
Satellite122-Satellite141,7 Jun 2025 03:10:20.458,7 Jun 2025 03:39:53.088,1772.63
Satellite122-Satellite142,6 Jun 2025 04:00:00.000,6 Jun 2025 04:12:42.081,762.081
Satellite122-Satellite142,6 Jun 2025 04:51:45.177,6 Jun 2025 05:10:42.632,1137.455
Satellite122-Satellite142,6 Jun 2025 05:49:45.728,6 Jun 2025 06:08:43.192,1137.464
Satellite122-Satellite142,6 Jun 2025 06:47:46.283,6 Jun 2025 07:06:43.742,1137.459
Satellite122-Satellite142,6 Jun 2025 07:45:46.843,6 Jun 2025 08:04:44.299,1137.456
Satellite122-Satellite142,6 Jun 2025 08:43:47.394,6 Jun 2025 09:02:44.853,1137.459
Satellite122-Satellite142,6 Jun 2025 09:41:47.954,6 Jun 2025 10:00:45.413,1137.459
Satellite122-Satellite142,6 Jun 2025 10:39:48.505,6 Jun 2025 10:58:45.964,1137.459
Satellite122-Satellite142,6 Jun 2025 11:37:49.065,6 Jun 2025 11:56:46.523,1137.458
Satellite122-Satellite142,6 Jun 2025 12:35:49.616,6 Jun 2025 12:54:47.080,1137.464
Satellite122-Satellite142,6 Jun 2025 13:33:50.171,6 Jun 2025 13:52:47.631,1137.46
Satellite122-Satellite142,6 Jun 2025 14:31:50.732,6 Jun 2025 14:50:48.188,1137.456
Satellite122-Satellite142,6 Jun 2025 15:29:51.283,6 Jun 2025 15:48:48.746,1137.463
Satellite122-Satellite142,6 Jun 2025 16:27:51.838,6 Jun 2025 16:46:49.297,1137.459
